refseqID,description
NC_038723.1,Bimiti virus strain TRVL 8362 polyprotein gene
NC_031938.1,Flavobacterium phage Fpv6
NC_055135.1,Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114
NC_033255.1,Hubei narna-like virus 3 strain QTM25395 RNA-dependent RNA polymerase gene
NC_025835.1,Dinocampus coccinellae paralysis virus strain Quebec2013
NC_004090.1,Ageratum yellow vein China virus-[Hn2] complete genome
NC_038360.1,Torque teno midi virus 13 DNA
NC_053003.1,Salmonella phage vB_SalS_ABTNLsp1
NC_040635.1,Birch leaf roll-associated virus isolate BpubFin407507
NC_024370.1,Streptococcus phage IC1
NC_041904.1,Pseudomonas phage Zigelbrucke
NC_049819.1,Escherichia phage atuna
NC_022761.1,Bacillus phage CampHawk
NC_047736.1,Bacillus phage B5S
NC_024125.2,Escherichia phage e11/2
NC_025705.1,Circoviridae 1 LDMD-2013
NC_040362.1,Meles meles circovirus-like virus
NC_017980.1,Clostridium phage phiCP7R
NC_028794.1,Mycobacterium phage Piro94
NC_002363.1,Vibrio phage VfO4K68
NC_054994.1,Lactococcus phage 50504
NC_032975.1,Wenzhou picorna-like virus 28 strain WZRBX42853 hypothetical protein 1 and hypothetical protein 2 genes
NC_019725.1,Escherichia phage ADB-2
NC_005831.2,Human Coronavirus NL63
NC_026652.1,Avon-Heathcote Estuary associated circular virus 24 isolate AHEaCV-24-NZ-2183TU-2913
NC_034615.1,Zostera marina amalgavirus 2 isolate SRP035489-2
NC_029592.1,Lake Sarah-associated circular virus-13 isolate LSaCV-13-LSMU-2013
NC_048817.1,Gordonia phage Tanis
NC_023860.1,Porcine parvovirus 6 isolate TJ
NC_055112.1,Bolahun virus variant 2 putative nucleoprotein
NC_018834.1,Propionibacterium phage P9.1
NC_018226.1,Swine pasivirus 1
NC_031224.2,Arthrobacter phage Mudcat
NC_048730.1,Streptomyces phage Yaboi
NC_028667.1,Pseudomonas phage vB_PaeS_PM105
NC_015249.1,Enterobacteria phage 285P
NC_034154.1,San Bernardo virus strain CoB37dA hypothetical protein 1
NC_007149.1,Vibriophage VP4
NC_025253.1,Farmington virus strain CT 114
NC_030463.1,Circovirus-like genome DCCV-1
NC_043512.1,Tulane virus nonstructural polyprotein
NC_027122.1,Vesivirus ferret badger/JX12/China/2012
NC_038295.1,Fathead minnow nidovirus replicase polyprotein 1ab (pp1ab)
NC_041892.1,Propionibacterium phage B3
NC_032815.1,Wenling picorna-like virus 6 strain WLJQ101512 hypothetical protein gene
NC_004285.1,Aedes albopictus densovirus 2 DNA
NC_028835.1,Lactobacillus phage CL2
NC_009758.1,Marine RNA virus JP-B
NC_040319.1,Giant house spider associated circular virus 2 isolate BC_I1657E_H4
NC_043484.1,Drosophila unispina virus 1 ORF1
NC_037062.1,Varroa mite associated genomovirus 1 isolate VPVL_36
NC_003635.1,Modoc virus
NC_040659.1,Diatom colony associated dsRNA virus 10 genomic RNA
NC_030904.1,Bacillus phage vB_BhaS-171
NC_033417.1,Wenzhou tombus-like virus 11 strain mosZJ33874 hypothetical protein 1
NC_032637.1,Beihai picorna-like virus 56 strain BWBFG40791 hypothetical protein gene
NC_027926.1,Tomato necrotic dwarf virus
NC_047841.1,Klebsiella phage KPN N141
NC_017995.1,Human papillomavirus type 137
NC_040818.1,Leptonychotes weddellii papillomavirus 6 isolate 17495
NC_028927.1,Escherichia phage slur02
NC_053014.1,Pectobacterium phage MA11
NC_032871.1,Shahe picorna-like virus 7 strain SHWC0209c12710 hypothetical protein gene
NC_039230.1,Avian paramyxovirus 2 strain APMV-2/Chicken/California/Yucaipa/56
NC_001469.1,Cucumber necrosis virus
NC_042333.1,Mycobacterium virus Cuco
NC_048748.1,Escherichia phage vB_EcoS_HdH2
NC_032484.1,Bastrovirus/VietNam/Rat/16715_10 non-structural polyprotein and structural polyprotein genes
NC_012671.1,Quang Binh virus
NC_055231.1,Orthopoxvirus Abatino
NC_032882.1,Wenzhou picorna-like virus 46 strain WZFSL85813 hypothetical protein gene
NC_028880.1,Citrobacter phage phiCFP-1
NC_023584.1,Synechococcus phage S-MbCM100
NC_038970.1,VEM begomovirus 4 isolate GtSq8 segment DNA-A
NC_024774.1,Porcine associated porprismacovirus 9 isolate FP1
NC_024140.1,Pseudomonas phage vB_PaeP_C2-10_Ab09
NC_003853.1,Pea enation mosaic virus-2
NC_028804.1,Mycobacterium phage Barriga
NC_007649.1,Oryza rufipogon endornavirus
NC_033281.1,Hubei unio douglasiae virus 1 strain WHBL72336 capsid protein gene
NC_033001.1,Wenzhou picorna-like virus 37 strain WZSBei69579 hypothetical protein 1 and hypothetical protein 2 genes
NC_040829.1,Blechmonas luni narnavirus 1 strain OSU2 RNA-dependent RNA polymerase gene
NC_003005.1,Taura syndrome virus
NC_001343.1,Commelina yellow mottle virus
NC_008206.2,Mycobacteriophage Wildcat
NC_016163.1,Yersinia phage phiR1-37
NC_054985.1,Paenibacillus phage Wanderer
NC_038482.1,Odonata associated gemycircularvirus-1 isolate OdaGmV-1-US-260BC-12
NC_043595.1,Utinga virus isolate Be An 84785 membrane glycoprotein polyprotein gene
NC_040371.1,Lynx canadensis faeces associated genomovirus CL1 148
NC_030468.1,Circovirus-like genome DCCV-12
NC_001946.1,Sour cherry green ring mottle virus
NC_022337.1,Propionibacterium phage PHL071N05
NC_029098.1,Streptomyces phage Jay2Jay
NC_034974.1,Mamastrovirus 2 isolate K321
NC_032191.1,Hubei sobemo-like virus 47 strain spider133229 hypothetical protein 1 and hypothetical protein 2 genes
NC_052450.1,Mycobacterium phage Niza
NC_047743.1,Burkholderia phage Bp-AMP1 complete genome
NC_030148.1,Marbled eel polyomavirus isolate AMV-1
NC_025705.1,Circoviridae 1 LDMD-2013
NC_030292.1,Ferret coronavirus isolate FRCoV-NL-2010
NC_011019.1,Mycobacterium phage KBG
NC_021349.1,Mycobacterium phage Astraea
NC_032621.1,Beihai picorna-like virus 66 strain BHHQ76843 hypothetical protein gene
NC_038275.1,Mossuril virus nucleoprotein
NC_013528.1,Fort Morgan virus
NC_006148.1,Snake parvovirus 1
NC_032757.1,Hubei picorna-like virus 15 strain arthropodmix13755 hypothetical protein 1 and hypothetical protein 2 genes
NC_004162.2,Chikungunya virus
NC_026653.1,Avon-Heathcote Estuary associated circular virus 2 isolate AHEaCV-2-NZ-3024C1-2012
NC_037570.1,Maize rough dwarf fijivirus RNA dependent RNA polymerase (P1) gene
NC_025707.1,Bacillariodnavirus LDMD-2013
NC_049375.1,Lactococcus phage i0139
NC_055893.1,CrAssphage cr4_1
NC_055159.1,Swine picornavirus Tottori-WOL gene for polyprotein
NC_051621.1,Mycobacterium phage LaterM
NC_027987.1,Leuconostoc phage 1-A4
NC_027371.1,Propionibacterium phage Pacnes 2012-15
NC_035797.1,UNVERIFIED: Squirrelpox virus Berlin_2015
NC_003326.1,Wheat dwarf virus
NC_007150.1,Procyon lotor papillomavirus 1
NC_032614.1,Beihai picorna-like virus 74 strain BHHK130969 hypothetical protein 1 and hypothetical protein 2 genes
NC_032629.1,Beihai picorna-like virus 11 strain BHZY60905 hypothetical protein 1 and hypothetical protein 2 genes
NC_002557.1,Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 1
NC_043538.1,Vaprio virus nucleoprotein
NC_002350.1,Wheat yellow mosaic virus RNA 1
NC_035215.1,Squash chlorotic leaf spot virus
NC_031948.1,Bat mastadenovirus G isolate 250-A
NC_002531.1,Alcelaphine herpesvirus 1
NC_042021.1,Enterococcus phage phiSHEF2
NC_051680.1,Mycobacterium phage Mantra
NC_055791.1,Streptomyces phage EGole
NC_027119.1,Salmonella phage Det7
NC_001831.1,Bovine foamy virus
NC_031462.1,Ceratobasidium endornavirus A isolate Murdoch-1 polyprotein gene
NC_040832.1,Culex Iflavi-like virus 4 strain CIVL4-Sonoma
NC_035474.1,Human feces smacovirus 3 isolate P21
NC_032831.1,Hubei toti-like virus 12 strain HC21305 hypothetical protein 1 and hypothetical protein 2 genes
NC_020854.1,Cyanophage KBS-S-2A genomic sequence
NC_028896.1,Escherichia phage pro147
NC_055914.1,Bacillus phage Thornton
NC_003492.1,Bean yellow mosaic virus
NC_042006.1,Acinetobacter phage vB_ApiP_P1
NC_022056.1,Mycobacterium phage Hamulus
NC_024125.2,Escherichia phage e11/2
NC_008708.2,Strawberry necrotic shock virus RNA 1
NC_024449.1,Cherry twisted leaf associated virus isolate CTLV_8431
NC_042057.1,Enterobacteria phage DE3
NC_055918.1,Mycobacterium phage OhShagHennessy
NC_049978.1,IAS virus
NC_007563.1,Operophtera brumata reovirus segment 5
NC_028244.1,Barley yellow striate mosaic virus strain Hebei
NC_021853.1,Lactococcus phage 340
NC_047923.1,Escherichia phage HZ2R8
NC_047857.1,Klebsiella phage phiKpS2
NC_038309.1,Simian enterovirus SV4 strain 1715 UWB
NC_002014.1,Enterobacteria phage Ike
NC_028674.1,Mycobacterium phage ShiVal
NC_027137.1,Okahandja virus strain N73 OkhMi.n4 segment L
NC_009827.1,Hepatitis C virus genotype 6
NC_026651.1,Avon-Heathcote Estuary associated circular virus 23 isolate AHEaCV-23-NZ-2161TU-2012
NC_029303.1,Blackberry Virus F isolate BBV-3X
NC_051726.1,Mycobacterium phage Mendokysei
NC_041945.1,Arthrobacter phage Pumancara
NC_027298.1,Pseudomonas phage LPB1
NC_032432.1,Beihai barnacle virus 7 strain BHTH16013 hypothetical protein 1
NC_047890.1,Escherichia phage PGT2
NC_026596.1,Mycobacterium phage Inventum
NC_005361.1,Sulfolobus virus Kamchatka 1
NC_038404.1,Pacific flying fox associated cyclovirus-3 isolate Tbat_K_103923
NC_033436.1,Wuchan romanomermis nematode virus 2 strain WCLSXC55347 hypothetical protein 1
NC_040768.1,Trichoderma harzianum bipartite mycovirus 1 isolate 137 segment 1
NC_032870.1,Hubei narna-like virus 23 strain SZmix21602 RNA-dependent RNA polymerase gene
NC_032218.1,Hubei myriapoda virus 1 strain WGML505798 hypothetical protein gene
NC_055900.1,CrAssphage cr125_1
NC_038309.1,Simian enterovirus SV4 strain 1715 UWB
NC_038826.1,Flammulina velutipes browning virus RdRp gene for RNA-dependent RNA polymerase
NC_043531.1,Datura leaf curl virus isolate Sudan-Datura 435-2016
NC_033780.2,Mythimna unipuncta granulovirus B isolate MyunGV#8
NC_049479.1,Acinetobacter phage vB_AbaP_Konradin
NC_051650.1,Mycobacterium phage DRBy19
NC_021864.1,Puniceispirillum phage HMO-2011
NC_055173.1,Wenling red spikefish hantavirus strain XTXMS70955 segment L
NC_027791.1,Fiddler Crab associated circular virus isolate I0086a
NC_029016.1,Enterococcus phage vB_EfaS_IME198
NC_055229.1,Eastern grey kangaroopox virus strain Sunshine Coast
NC_015264.1,Pseudomonas phage phiIBB-PF7A
NC_034480.1,Bwamba virus strain M459 segment S nucleoprotein and nonstructural protein NSs genes
NC_043587.1,Ilesha virus strain R5964 segment L
NC_024145.1,Mycobacterium phage Hosp
NC_026813.1,Fusarium graminearum hypovirus 2 isolate FgHV2/JS16
AC_000011.1,Simian adenovirus 25
NC_055548.1,Sida yellow golden mosaic virus isolate SPI15 segment DNA-A
NC_026947.1,Bhendi yellow vein mosaic alphasatellite isolate Madurai MKU-2
NC_032456.1,Beihai hepe-like virus 8 strain BHZY60925 replicase
NC_019716.1,Enterobacteria phage mEp460
NC_030933.1,Staphylococcus phage Stau2
NC_004291.1,Lymphocytic choriomeningitis virus segment L
NC_055009.1,Lactococcus phage CHPC967
NC_047942.1,Escherichia phage Ebrios
NC_055560.1,Emilia yellow vein Fujian betasatellite isolate Zz01
NC_005289.1,Broad bean wilt virus 1 RNA 1
NC_028776.1,Enterobacteria phage CAjan
NC_018093.1,Sweet potato virus G isolate Jesus Maria
NC_040370.1,Bark beetle-associated genomovirus 5 isolate BbaGV-5_US-AB01_6-2014
NC_026261.1,Bromus-associated circular DNA virus 3 isolate BasCV-3_NZ-NZG01_Sef-2012
NC_025422.1,Caulobacter phage Cr30
NC_028696.2,Salmonella phage SEN22
NC_027362.1,Propionibacterium phage PHL116M00
NC_029614.1,Lake Sarah-associated circular virus-26 isolate LSaCV-26-LSMU-2013
NC_015464.1,Campylobacter phage NCTC12673
NC_055707.1,Mycobacterium phage HC DNA
NC_038756.1,Coffee ringspot virus strain Lavras segment RNA1
NC_001338.1,Sulfolobus virus 1 complete genome (provirus)
NC_032997.1,Changjiang tombus-like virus 19 strain CJLX57318 hypothetical protein 1 and hypothetical protein 2 genes
NC_040709.1,Macaca mulatta papillomavirus 2 isolate PM069S3c168082
NC_054459.1,Xanthomonas phage XPV1
NC_017995.1,Human papillomavirus type 137
NC_002568.2,Sesbania mosaic virus
NC_027530.1,Cyclovirus TsCyV-1_JP-NUBS-2014 genes for capsid protein
NC_009018.1,Streptococcus phage phi3396
NC_048652.1,Bacillus phage vB_BsuM-Goe3
NC_024149.1,Lactoccocus phage WP-2
NC_051631.1,Mycobacterium phage Zavala
NC_040674.1,Marmot norovirus strain HT16
NC_014075.1,Torque teno virus 12
NC_043030.1,Aeropyrum pernix bacilliform virus 1 DNA
NC_014901.1,Mycobacterium phage Wee
AC_000004.1,Duck adenovirus A
NC_054894.1,Escherichia phage Henu7
NC_051647.1,Mycobacterium phage DillTech15
NC_035072.1,Bat mastadenovirus WIV18
NC_021540.1,Vibrio phage JA-1
NC_025387.1,Scophthalmus maximus rhabdovirus
NC_047777.1,Escherichia phage ZG49
NC_032485.1,Beihai narna-like virus 18 strain HOU157597 RNA-dependent RNA polymerase gene
NC_033054.1,Hubei coleoptera virus 2 strain QCM76287 hypothetical protein gene
NC_026161.1,Sewage-associated gemycircularvirus-5 isolate BS3963
NC_017698.1,Lactococcus Phage ASCC465
NC_054930.1,Escherichia phage PP01 DNA
NC_041844.1,Mycobacterium phage Optimus
NC_018842.1,Propionibacterium phage P1.1
NC_027635.1,Microviridae Bog5275_51
NC_034442.1,Pegivirus K isolate PPgV_903/Ger/2013 polyprotein gene
NC_030452.1,Pelargonium leaf curl virus isolate T46 clone p1580-12
NC_028663.1,Cyanophage P-TIM40
NC_023818.1,Bush viper reovirus segment S4
NC_001461.1,Bovine viral diarrhea virus 1
NC_038457.1,Sida common mosaic virus isolate BR:Coi4:07 segment DNA-A
NC_042017.1,Shigella phage Sf13
NC_029577.1,Lake Sarah-associated circular virus-30 isolate LSaCV-30-LSSO-2013
NC_034514.1,Bipolaris maydis partitivirus 1 strain JZ04 segment RNA1
NC_043605.1,Rio Preto da Eva virus strain BEAR540870 segment L RNA-dependent RNA polymerase gene
NC_032947.1,Wenzhou picorna-like virus 42 strain WZFSL74289 hypothetical protein 1 and hypothetical protein 2 genes
NC_030948.1,Ralstonia phage RSP15 DNA
NC_001469.1,Cucumber necrosis virus
NC_030412.1,Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 2
NC_051605.1,Mycobacterium phage Amgine
NC_055578.1,Callosciurus prevostii polyomavirus 1 isolate 10295_BH122/15
NC_032837.1,Wenzhou picorna-like virus 27 strain shrimp14502 hypothetical protein gene
NC_021538.1,Mycobacterium phage Job42
NC_028652.1,Pseudomonas phage C11
NC_029053.1,Kafue Kinda chacma baboon virus isolate KKCBV-1
NC_025470.1,Shewanella sp. phage 1/40
NC_008721.2,Streptococcus phage SMP
NC_028999.1,Pseudomonas phage PhiPA3
NC_048813.1,Gordonia phage Ranch
NC_023015.1,Hedyotis uncinella yellow mosaic betasatellite isolate VN1
NC_052455.1,Mycobacterium phage Pita2
NC_003327.2,Vibrio phage VSK
NC_040560.1,Gigaspora margarita mitovirus 4 isolate GmMV4-BEG34
NC_032971.1,Hubei rhabdo-like virus 1 strain QTM25107 hypothetical protein 1
NC_032272.1,Beihai sesarmid crab virus 4 strain SCJXSX38901 RNA-dependent RNA polymerase gene
NC_055006.1,Lactococcus phage CHPC116
NC_034385.1,Human cosavirus F strain PK5006 polyprotein gene
NC_027222.1,Sclerotinia sclerotiorum megabirnavirus 1 isolate SX466 segment L2
NC_009354.1,Sida yellow vein Madurai virus
NC_021924.1,Choristoneura rosaceana alphabaculovirus
NC_048101.1,Microbacterium phage Goodman
NC_010226.1,Canine papillomavirus 4
NC_019399.1,Enterobacteria phage vB_EcoM_ACG-C40
NC_001418.1,Pseudomonas phage Pf3
NC_049842.1,Klebsiella phage vB_KpnS_15-38_KLPPOU149
NC_039069.1,Chimpanzee associated porprismacovirus 2 isolate GM495
NC_027993.1,Escherichia phage K1G
NC_055221.1,Fusarium graminearum dsRNA mycovirus-2 isolate 98-8-60 segment RNA 1
NC_003837.1,Tomato aspermy virus RNA 1
NC_032122.1,Beihai permutotetra-like virus 2 strain HOU234589 RdRp and putative capsid protein genes
NC_052460.1,Mycobacterium phage Ruotula
NC_019035.1,Blechum interveinal chlorosis virus DNA A
NC_049357.1,Lactococcus phage 936 group phage Phi5.12
NC_031454.1,Sida chlorotic vein virus isolate BLS15_2E segment DNA-B
NC_001780.1,Saguaro cactus virus
NC_019529.1,Vibrio phage pVp-1
NC_040421.1,Aspergillus fumigatus polymycovirus 1 segment 1
NC_030133.1,Duck faeces associated circular DNA virus 2 isolate 4_Fec60467_duck
NC_040349.1,Alces alces faeces associated microvirus MP21 4718
NC_029619.1,Lake Sarah-associated circular virus-29 isolate LSaCV-29-LSGA-2013
NC_043568.1,Iaco virus strain BeAn314206 RNA-dependent RNA polymerase gene
NC_038880.1,Rosavirus M-7 polyprotein gene
NC_034441.1,Salmovirus WFRC1
NC_048843.1,Flavobacterium phage vB_FspS_tant8-1
NC_035675.1,Fathead minnow calicivirus polyprotien and putative minor structural protein genes
NC_024486.1,Duck adenovirus 2 strain GR
NC_048190.1,Rheinheimera phage vB_RspM_Barba19A
NC_031007.1,Erwinia phage vB_EamM_EarlPhillipIV
NC_054464.1,Edwardsiella phage Edno5
NC_031114.1,Escherichia phage 64795_ec1
NC_048754.1,Lactobacillus phage SAC12B
NC_032105.1,Simian mastadenovirus WIV19
NC_007047.1,Staphylococcus phage 187
NC_010812.1,Ageratum yellow vein Hualian virus-[Taiwan:Hsinchu:tom:2003] DNA A
NC_006554.1,Sapovirus C12 strain C12
NC_005898.1,Dendrolimus punctatus tetravirus RNA1
NC_039000.1,Sophora alopecuroides yellow stunt alphasatellite 9 isolate Ta1
NC_005264.1,Psittacid herpesvirus 1
NC_023595.2,Enterococcus phage IME_EF3
NC_004439.1,Tomato black ring virus RNA 1
NC_048724.1,Streptomyces phage Karimac
NC_006946.1,Apricot pseudo-chlorotic leaf spot virus
NC_031695.1,Rhinolophus sinicus bat bocaparvovirus strain str15
NC_003602.1,Grapevine virus B
NC_003674.1,Olive latent virus 2 RNA 2
NC_048767.1,Pantoea phage vB_PagM_PSKM
NC_043570.1,Sororoca virus strain BeAr32149 RNA-dependent RNA polymerase gene
NC_049464.1,Serratia phage Muldoon
NC_012868.1,Enterobacteria phage St-1
NC_018847.1,Propionibacterium phage ATCC29399B_T
NC_039046.1,Bat bocavirus WM40 nonstructural protein (NS1)
NC_014373.1,Bundibugyo ebolavirus
NC_028799.1,Vibrio phage phi 1
NC_040465.1,Wenling frogfish arenavirus 2 strain XYHYG24857 segment L
NC_019499.1,Sunflower leaf curl Karnataka alphasatellite
NC_039199.1,Human metapneumovirus isolate 00-1
NC_012532.1,Zika virus
NC_028370.1,Xingshan cricket virus strain XSXS-2 polyprotein gene
NC_024772.1,Porcine associated porprismacovirus 5 isolate DP3
NC_001721.1,Olive latent virus 1
NC_025217.1,Bat Hp-betacoronavirus/Zhejiang2013
NC_025351.1,Cedar virus isolate CG1a
NC_028649.1,Actinidia virus X strain RV-3124 RNA-dependent RNA polymerase
NC_055768.1,Klebsiella phage KP179
NC_023893.1,Sclerotinia sclerotiorum betaendornavirus 1 isolate 11691
NC_041878.1,Pectobacterium phage CBB
NC_005841.1,Enterobacteria phage ST104 DNA
NC_048661.1,Clostridium phage CPS1
NC_026768.1,Bat polyomavirus 5a DNA
NC_022968.1,Escherichia phage 4MG
NC_026765.1,Simian torque teno virus 34 isolate VGA00120.1
NC_047778.1,Pectobacterium phage PP2
NC_028144.1,Rice necrosis mosaic virus RNA 1
NC_001632.1,Rice tungro spherical virus
NC_010521.1,Squash vein yellowing virus
NC_051679.1,Mycobacterium phage Mahavrat
NC_049380.1,Vibrio phage JSF3
NC_004452.3,Beet black scorch virus
NC_038406.1,Cyclovirus NGchicken8/NGA/2009 isolate NGchicken8
NC_029112.1,Ctenophore-associated circular genome 1
NC_016965.1,Tomato leaf curl Ranchi virus DNA-A
NC_055568.1,Costus stripe mosaic virus isolate BR1
NC_016162.1,Vibrio phage VCY-phi
NC_043532.1,Paris mosaic necrosis virus isolate PMNV-cn
NC_049459.1,Salmonella phage SW9
NC_003805.1,Tobacco rattle virus RNA 1
NC_038698.1,Tuber aestivum virus 1 capsid protein and RNA polymerase genes
NC_038879.1,Eupatorium yellow vein virus-[SOJ3] complete genome
NC_040778.1,Festuca pratensis amalgavirus 2 strain FpAV2-Laura genomic sequence
NC_009540.1,Enterobacteria phage TLS
NC_035459.1,Sudan watermelon mosaic virus isolate Su94-54
NC_055373.1,Alcube virus strain S20 segment M
NC_004043.1,Bean golden mosaic virus DNA B
NC_028972.1,Gordonia phage Gmala1
NC_019423.1,Enterobacter phage IME11
NC_022920.1,Staphylococcus phage S25-3 DNA
NC_040557.1,Halhan virus 2 replicative protein
NC_035488.1,Macroptilium golden yellow mosaic virus isolate DR:M45:16 segment DNA B
NC_026425.1,Influenza A virus (A/Shanghai/02/2013(H7N9)) segment 4 hemagglutinin (HA) gene
NC_020900.1,Meno virus strain E9/CI/2004
NC_028103.1,Simian adenovirus 13 strain P-9
NC_025364.1,Malpais Spring virus strain 85-488NM
NC_033710.1,Wuhan insect virus 9 strain WHCCII13328 RdRp and hypothetical protein genes
NC_035113.1,Lake Sinai Virus NE ORF1
NC_031046.1,Staphylococcus phage BP39
NC_038355.1,Torque teno midi virus 8 DNA
NC_028649.1,Actinidia virus X strain RV-3124 RNA-dependent RNA polymerase
NC_033480.1,Wuhan house centipede virus 4 strain WHYY19909 segment 1 hypothetical protein 1 and hypothetical protein 2 genes
